average,broker_code,date,emiten,id,lot,type,value
,,2020-11-07,ASII,ASII-2020-11-07-B-0,,B,
,,2020-11-07,ASII,ASII-2020-11-07-S-0,,S,
,,2020-11-07,ASII,ASII-2020-11-07-B-1,,B,
,,2020-11-07,ASII,ASII-2020-11-07-S-1,,S,
,,2020-11-07,ASII,ASII-2020-11-07-B-2,,B,
,,2020-11-07,ASII,ASII-2020-11-07-S-2,,S,
,,2020-11-07,ASII,ASII-2020-11-07-B-3,,B,
,,2020-11-07,ASII,ASII-2020-11-07-S-3,,S,
,,2020-11-07,ASII,ASII-2020-11-07-B-4,,B,
,,2020-11-07,ASII,ASII-2020-11-07-S-4,,S,
,,2020-11-07,ASII,ASII-2020-11-07-B-5,,B,
,,2020-11-07,ASII,ASII-2020-11-07-S-5,,S,
,,2020-11-07,ASII,ASII-2020-11-07-B-6,,B,
,,2020-11-07,ASII,ASII-2020-11-07-S-6,,S,
,,2020-11-07,ASII,ASII-2020-11-07-B-7,,B,
,,2020-11-07,ASII,ASII-2020-11-07-S-7,,S,
,,2020-11-07,ASII,ASII-2020-11-07-B-8,,B,
,,2020-11-07,ASII,ASII-2020-11-07-S-8,,S,
,,2020-11-07,ASII,ASII-2020-11-07-B-9,,B,
,,2020-11-07,ASII,ASII-2020-11-07-S-9,,S,
,,2020-11-07,ASII,ASII-2020-11-07-B-0,,B,
,,2020-11-07,ASII,ASII-2020-11-07-S-0,,S,
,,2020-11-07,ASII,ASII-2020-11-07-B-1,,B,
,,2020-11-07,ASII,ASII-2020-11-07-S-1,,S,
,,2020-11-07,ASII,ASII-2020-11-07-B-2,,B,
,,2020-11-07,ASII,ASII-2020-11-07-S-2,,S,
,,2020-11-07,ASII,ASII-2020-11-07-B-3,,B,
,,2020-11-07,ASII,ASII-2020-11-07-S-3,,S,
,,2020-11-07,ASII,ASII-2020-11-07-B-4,,B,
,,2020-11-07,ASII,ASII-2020-11-07-S-4,,S,
,,2020-11-07,ASII,ASII-2020-11-07-B-5,,B,
,,2020-11-07,ASII,ASII-2020-11-07-S-5,,S,
,,2020-11-07,ASII,ASII-2020-11-07-B-6,,B,
,,2020-11-07,ASII,ASII-2020-11-07-S-6,,S,
,,2020-11-07,ASII,ASII-2020-11-07-B-7,,B,
,,2020-11-07,ASII,ASII-2020-11-07-S-7,,S,
,,2020-11-07,ASII,ASII-2020-11-07-B-8,,B,
,,2020-11-07,ASII,ASII-2020-11-07-S-8,,S,
,,2020-11-07,ASII,ASII-2020-11-07-B-9,,B,
,,2020-11-07,ASII,ASII-2020-11-07-S-9,,S,
"5,746 ",AK,2020-11-06,ASII,ASII-2020-11-06-B-0,"102,611 ",B,59.0 B
"5,745 ",AT,2020-11-06,ASII,ASII-2020-11-06-S-0,"70,652 ",S,40.6 B
"5,796 ",ZP,2020-11-06,ASII,ASII-2020-11-06-B-1,"89,506 ",B,51.9 B
"5,832 ",ZP,2020-11-06,ASII,ASII-2020-11-06-S-1,"68,881 ",S,40.2 B
"5,692 ",KZ,2020-11-06,ASII,ASII-2020-11-06-B-2,"78,634 ",B,44.8 B
"5,799 ",PD,2020-11-06,ASII,ASII-2020-11-06-S-2,"54,594 ",S,31.7 B
"5,693 ",BK,2020-11-06,ASII,ASII-2020-11-06-B-3,"77,322 ",B,44.0 B
"5,636 ",CG,2020-11-06,ASII,ASII-2020-11-06-S-3,"51,848 ",S,29.2 B
"5,818 ",YU,2020-11-06,ASII,ASII-2020-11-06-B-4,"47,630 ",B,27.7 B
"5,739 ",YU,2020-11-06,ASII,ASII-2020-11-06-S-4,"43,535 ",S,25.0 B
"5,775 ",GR,2020-11-06,ASII,ASII-2020-11-06-B-5,"44,394 ",B,25.6 B
"5,653 ",CC,2020-11-06,ASII,ASII-2020-11-06-S-5,"37,230 ",S,21.0 B
"5,796 ",DH,2020-11-06,ASII,ASII-2020-11-06-B-6,"36,927 ",B,21.4 B
"5,734 ",YP,2020-11-06,ASII,ASII-2020-11-06-S-6,"35,268 ",S,20.2 B
"5,715 ",CS,2020-11-06,ASII,ASII-2020-11-06-B-7,"36,739 ",B,21.0 B
,,2020-11-07,ASII,ASII-2020-11-07-B-0,,B,
,,2020-11-07,ASII,ASII-2020-11-07-S-0,,S,
,,2020-11-07,ASII,ASII-2020-11-07-B-1,,B,
,,2020-11-07,ASII,ASII-2020-11-07-S-1,,S,
,,2020-11-07,ASII,ASII-2020-11-07-B-2,,B,
,,2020-11-07,ASII,ASII-2020-11-07-S-2,,S,
,,2020-11-07,ASII,ASII-2020-11-07-B-3,,B,
,,2020-11-07,ASII,ASII-2020-11-07-S-3,,S,
,,2020-11-07,ASII,ASII-2020-11-07-B-4,,B,
,,2020-11-07,ASII,ASII-2020-11-07-S-4,,S,
,,2020-11-07,ASII,ASII-2020-11-07-B-5,,B,
,,2020-11-07,ASII,ASII-2020-11-07-S-5,,S,
,,2020-11-07,ASII,ASII-2020-11-07-B-6,,B,
,,2020-11-07,ASII,ASII-2020-11-07-S-6,,S,
,,2020-11-07,ASII,ASII-2020-11-07-B-7,,B,
,,2020-11-07,ASII,ASII-2020-11-07-S-7,,S,
"5,825 ",BK,2020-11-06,ASII,ASII-2020-11-06-S-7,"27,457 ",S,16.0 B
"5,816 ",CG,2020-11-06,ASII,ASII-2020-11-06-B-8,"17,888 ",B,10.4 B
"5,703 ",AK,2020-11-06,ASII,ASII-2020-11-06-S-8,"26,637 ",S,15.2 B
"5,703 ",YP,2020-11-06,ASII,ASII-2020-11-06-B-9,"17,278 ",B,9.9 B
"5,849 ",KZ,2020-11-06,ASII,ASII-2020-11-06-S-9,"18,179 ",S,10.6 B
,,2020-11-07,ASII,ASII-2020-11-07-B-8,,B,
,,2020-11-07,ASII,ASII-2020-11-07-S-8,,S,
,,2020-11-07,ASII,ASII-2020-11-07-B-9,,B,
,,2020-11-07,ASII,ASII-2020-11-07-S-9,,S,
"5,746 ",AK,2020-11-06,ASII,ASII-2020-11-06-B-0,"102,611 ",B,59.0 B
"5,745 ",AT,2020-11-06,ASII,ASII-2020-11-06-S-0,"70,652 ",S,40.6 B
"5,796 ",ZP,2020-11-06,ASII,ASII-2020-11-06-B-1,"89,506 ",B,51.9 B
"5,832 ",ZP,2020-11-06,ASII,ASII-2020-11-06-S-1,"68,881 ",S,40.2 B
"5,692 ",KZ,2020-11-06,ASII,ASII-2020-11-06-B-2,"78,634 ",B,44.8 B
"5,799 ",PD,2020-11-06,ASII,ASII-2020-11-06-S-2,"54,594 ",S,31.7 B
"5,693 ",BK,2020-11-06,ASII,ASII-2020-11-06-B-3,"77,322 ",B,44.0 B
"5,636 ",CG,2020-11-06,ASII,ASII-2020-11-06-S-3,"51,848 ",S,29.2 B
"5,818 ",YU,2020-11-06,ASII,ASII-2020-11-06-B-4,"47,630 ",B,27.7 B
"5,739 ",YU,2020-11-06,ASII,ASII-2020-11-06-S-4,"43,535 ",S,25.0 B
"5,775 ",GR,2020-11-06,ASII,ASII-2020-11-06-B-5,"44,394 ",B,25.6 B
"5,653 ",CC,2020-11-06,ASII,ASII-2020-11-06-S-5,"37,230 ",S,21.0 B
"5,796 ",DH,2020-11-06,ASII,ASII-2020-11-06-B-6,"36,927 ",B,21.4 B
"5,734 ",YP,2020-11-06,ASII,ASII-2020-11-06-S-6,"35,268 ",S,20.2 B
"5,746 ",AK,2020-11-06,ASII,ASII-2020-11-06-B-0,"102,611 ",B,59.0 B
"5,745 ",AT,2020-11-06,ASII,ASII-2020-11-06-S-0,"70,652 ",S,40.6 B
"5,796 ",ZP,2020-11-06,ASII,ASII-2020-11-06-B-1,"89,506 ",B,51.9 B
"5,832 ",ZP,2020-11-06,ASII,ASII-2020-11-06-S-1,"68,881 ",S,40.2 B
"5,692 ",KZ,2020-11-06,ASII,ASII-2020-11-06-B-2,"78,634 ",B,44.8 B
"5,799 ",PD,2020-11-06,ASII,ASII-2020-11-06-S-2,"54,594 ",S,31.7 B
"5,693 ",BK,2020-11-06,ASII,ASII-2020-11-06-B-3,"77,322 ",B,44.0 B
"5,636 ",CG,2020-11-06,ASII,ASII-2020-11-06-S-3,"51,848 ",S,29.2 B
"5,818 ",YU,2020-11-06,ASII,ASII-2020-11-06-B-4,"47,630 ",B,27.7 B
"5,739 ",YU,2020-11-06,ASII,ASII-2020-11-06-S-4,"43,535 ",S,25.0 B
"5,775 ",GR,2020-11-06,ASII,ASII-2020-11-06-B-5,"44,394 ",B,25.6 B
"5,653 ",CC,2020-11-06,ASII,ASII-2020-11-06-S-5,"37,230 ",S,21.0 B
"5,796 ",DH,2020-11-06,ASII,ASII-2020-11-06-B-6,"36,927 ",B,21.4 B
"5,734 ",YP,2020-11-06,ASII,ASII-2020-11-06-S-6,"35,268 ",S,20.2 B
"5,715 ",CS,2020-11-06,ASII,ASII-2020-11-06-B-7,"36,739 ",B,21.0 B
"5,825 ",BK,2020-11-06,ASII,ASII-2020-11-06-S-7,"27,457 ",S,16.0 B
"5,715 ",CS,2020-11-06,ASII,ASII-2020-11-06-B-7,"36,739 ",B,21.0 B
"5,825 ",BK,2020-11-06,ASII,ASII-2020-11-06-S-7,"27,457 ",S,16.0 B
"5,816 ",CG,2020-11-06,ASII,ASII-2020-11-06-B-8,"17,888 ",B,10.4 B
"5,703 ",AK,2020-11-06,ASII,ASII-2020-11-06-S-8,"26,637 ",S,15.2 B
"5,703 ",YP,2020-11-06,ASII,ASII-2020-11-06-B-9,"17,278 ",B,9.9 B
"5,849 ",KZ,2020-11-06,ASII,ASII-2020-11-06-S-9,"18,179 ",S,10.6 B
"5,816 ",CG,2020-11-06,ASII,ASII-2020-11-06-B-8,"17,888 ",B,10.4 B
"5,703 ",AK,2020-11-06,ASII,ASII-2020-11-06-S-8,"26,637 ",S,15.2 B
"5,703 ",YP,2020-11-06,ASII,ASII-2020-11-06-B-9,"17,278 ",B,9.9 B
"5,849 ",KZ,2020-11-06,ASII,ASII-2020-11-06-S-9,"18,179 ",S,10.6 B
"5,659 ",AK,2020-11-05,ASII,ASII-2020-11-05-B-0,"151,119 ",B,85.5 B
"5,506 ",KZ,2020-11-05,ASII,ASII-2020-11-05-S-0,"101,009 ",S,55.6 B
"5,571 ",KZ,2020-11-05,ASII,ASII-2020-11-05-B-1,"132,383 ",B,73.8 B
"5,773 ",ZP,2020-11-05,ASII,ASII-2020-11-05-S-1,"83,323 ",S,48.1 B
"5,731 ",ZP,2020-11-05,ASII,ASII-2020-11-05-B-2,"113,638 ",B,65.1 B
"5,744 ",AT,2020-11-05,ASII,ASII-2020-11-05-S-2,"70,780 ",S,40.7 B
"5,669 ",BK,2020-11-05,ASII,ASII-2020-11-05-B-3,"87,914 ",B,49.8 B
"5,744 ",PD,2020-11-05,ASII,ASII-2020-11-05-S-3,"66,669 ",S,38.3 B
"5,712 ",YU,2020-11-05,ASII,ASII-2020-11-05-B-4,"70,509 ",B,40.3 B
"5,649 ",BK,2020-11-05,ASII,ASII-2020-11-05-S-4,"55,015 ",S,31.1 B
"5,621 ",CS,2020-11-05,ASII,ASII-2020-11-05-B-5,"62,526 ",B,35.1 B
"5,694 ",YU,2020-11-05,ASII,ASII-2020-11-05-S-5,"53,080 ",S,30.2 B
"5,768 ",GR,2020-11-05,ASII,ASII-2020-11-05-B-6,"45,439 ",B,26.2 B
"5,654 ",YP,2020-11-05,ASII,ASII-2020-11-05-S-6,"52,846 ",S,29.9 B
"5,659 ",AK,2020-11-05,ASII,ASII-2020-11-05-B-0,"151,119 ",B,85.5 B
"5,506 ",KZ,2020-11-05,ASII,ASII-2020-11-05-S-0,"101,009 ",S,55.6 B
"5,571 ",KZ,2020-11-05,ASII,ASII-2020-11-05-B-1,"132,383 ",B,73.8 B
"5,773 ",ZP,2020-11-05,ASII,ASII-2020-11-05-S-1,"83,323 ",S,48.1 B
"5,731 ",ZP,2020-11-05,ASII,ASII-2020-11-05-B-2,"113,638 ",B,65.1 B
"5,744 ",AT,2020-11-05,ASII,ASII-2020-11-05-S-2,"70,780 ",S,40.7 B
"5,669 ",BK,2020-11-05,ASII,ASII-2020-11-05-B-3,"87,914 ",B,49.8 B
"5,744 ",PD,2020-11-05,ASII,ASII-2020-11-05-S-3,"66,669 ",S,38.3 B
"5,712 ",YU,2020-11-05,ASII,ASII-2020-11-05-B-4,"70,509 ",B,40.3 B
"5,649 ",BK,2020-11-05,ASII,ASII-2020-11-05-S-4,"55,015 ",S,31.1 B
"5,621 ",CS,2020-11-05,ASII,ASII-2020-11-05-B-5,"62,526 ",B,35.1 B
"5,694 ",YU,2020-11-05,ASII,ASII-2020-11-05-S-5,"53,080 ",S,30.2 B
"5,768 ",GR,2020-11-05,ASII,ASII-2020-11-05-B-6,"45,439 ",B,26.2 B
"5,654 ",YP,2020-11-05,ASII,ASII-2020-11-05-S-6,"52,846 ",S,29.9 B
"5,518 ",PD,2020-11-05,ASII,ASII-2020-11-05-B-7,"38,951 ",B,21.5 B
"5,518 ",PD,2020-11-05,ASII,ASII-2020-11-05-B-7,"38,951 ",B,21.5 B
"5,636 ",CG,2020-11-05,ASII,ASII-2020-11-05-S-7,"51,848 ",S,29.2 B
"5,792 ",DH,2020-11-05,ASII,ASII-2020-11-05-B-8,"37,432 ",B,21.7 B
"5,596 ",AK,2020-11-05,ASII,ASII-2020-11-05-S-8,"46,338 ",S,25.9 B
"5,616 ",YP,2020-11-05,ASII,ASII-2020-11-05-B-9,"26,789 ",B,15.0 B
"5,622 ",CC,2020-11-05,ASII,ASII-2020-11-05-S-9,"45,398 ",S,25.5 B
"5,636 ",CG,2020-11-05,ASII,ASII-2020-11-05-S-7,"51,848 ",S,29.2 B
"5,792 ",DH,2020-11-05,ASII,ASII-2020-11-05-B-8,"37,432 ",B,21.7 B
"5,596 ",AK,2020-11-05,ASII,ASII-2020-11-05-S-8,"46,338 ",S,25.9 B
"5,616 ",YP,2020-11-05,ASII,ASII-2020-11-05-B-9,"26,789 ",B,15.0 B
"5,622 ",CC,2020-11-05,ASII,ASII-2020-11-05-S-9,"45,398 ",S,25.5 B
"5,659 ",AK,2020-11-05,ASII,ASII-2020-11-05-B-0,"151,119 ",B,85.5 B
"5,506 ",KZ,2020-11-05,ASII,ASII-2020-11-05-S-0,"101,009 ",S,55.6 B
"5,571 ",KZ,2020-11-05,ASII,ASII-2020-11-05-B-1,"132,383 ",B,73.8 B
"5,773 ",ZP,2020-11-05,ASII,ASII-2020-11-05-S-1,"83,323 ",S,48.1 B
"5,731 ",ZP,2020-11-05,ASII,ASII-2020-11-05-B-2,"113,638 ",B,65.1 B
"5,744 ",AT,2020-11-05,ASII,ASII-2020-11-05-S-2,"70,780 ",S,40.7 B
"5,669 ",BK,2020-11-05,ASII,ASII-2020-11-05-B-3,"87,914 ",B,49.8 B
"5,744 ",PD,2020-11-05,ASII,ASII-2020-11-05-S-3,"66,669 ",S,38.3 B
"5,712 ",YU,2020-11-05,ASII,ASII-2020-11-05-B-4,"70,509 ",B,40.3 B
"5,649 ",BK,2020-11-05,ASII,ASII-2020-11-05-S-4,"55,015 ",S,31.1 B
"5,621 ",CS,2020-11-05,ASII,ASII-2020-11-05-B-5,"62,526 ",B,35.1 B
"5,694 ",YU,2020-11-05,ASII,ASII-2020-11-05-S-5,"53,080 ",S,30.2 B
"5,768 ",GR,2020-11-05,ASII,ASII-2020-11-05-B-6,"45,439 ",B,26.2 B
"5,654 ",YP,2020-11-05,ASII,ASII-2020-11-05-S-6,"52,846 ",S,29.9 B
"5,518 ",PD,2020-11-05,ASII,ASII-2020-11-05-B-7,"38,951 ",B,21.5 B
"5,636 ",CG,2020-11-05,ASII,ASII-2020-11-05-S-7,"51,848 ",S,29.2 B
"5,792 ",DH,2020-11-05,ASII,ASII-2020-11-05-B-8,"37,432 ",B,21.7 B
"5,596 ",AK,2020-11-05,ASII,ASII-2020-11-05-S-8,"46,338 ",S,25.9 B
"5,616 ",YP,2020-11-05,ASII,ASII-2020-11-05-B-9,"26,789 ",B,15.0 B
"5,622 ",CC,2020-11-05,ASII,ASII-2020-11-05-S-9,"45,398 ",S,25.5 B
"5,489 ",KZ,2020-11-04,ASII,ASII-2020-11-04-B-0,"263,468 ",B,144.6 B
"5,578 ",ZP,2020-11-04,ASII,ASII-2020-11-04-S-0,"207,758 ",S,115.9 B
"5,620 ",ZP,2020-11-04,ASII,ASII-2020-11-04-B-1,"187,762 ",B,105.5 B
"5,512 ",BK,2020-11-04,ASII,ASII-2020-11-04-S-1,"125,298 ",S,69.1 B
"5,633 ",AK,2020-11-04,ASII,ASII-2020-11-04-B-2,"172,261 ",B,97.0 B
"5,506 ",KZ,2020-11-04,ASII,ASII-2020-11-04-S-2,"102,009 ",S,56.2 B
"5,665 ",BK,2020-11-04,ASII,ASII-2020-11-04-B-3,"89,782 ",B,50.9 B
"5,711 ",PD,2020-11-04,ASII,ASII-2020-11-04-S-3,"74,269 ",S,42.4 B
"5,681 ",YU,2020-11-04,ASII,ASII-2020-11-04-B-4,"78,923 ",B,44.8 B
"5,742 ",AT,2020-11-04,ASII,ASII-2020-11-04-S-4,"71,202 ",S,40.9 B
"5,605 ",CS,2020-11-04,ASII,ASII-2020-11-04-B-5,"69,037 ",B,38.7 B
"5,640 ",YU,2020-11-04,ASII,ASII-2020-11-04-S-5,"65,433 ",S,36.9 B
"5,733 ",GR,2020-11-04,ASII,ASII-2020-11-04-B-6,"50,013 ",B,28.7 B
"5,591 ",CG,2020-11-04,ASII,ASII-2020-11-04-S-6,"63,989 ",S,35.8 B
"5,502 ",PD,2020-11-04,ASII,ASII-2020-11-04-B-7,"46,297 ",B,25.5 B
"5,620 ",YP,2020-11-04,ASII,ASII-2020-11-04-S-7,"62,553 ",S,35.2 B
"5,468 ",RX,2020-11-04,ASII,ASII-2020-11-04-B-8,"38,629 ",B,21.1 B
"5,547 ",AK,2020-11-04,ASII,ASII-2020-11-04-S-8,"61,659 ",S,34.2 B
"5,786 ",DH,2020-11-04,ASII,ASII-2020-11-04-B-9,"38,043 ",B,22.0 B
"5,595 ",CC,2020-11-04,ASII,ASII-2020-11-04-S-9,"52,019 ",S,29.1 B
"5,489 ",KZ,2020-11-04,ASII,ASII-2020-11-04-B-0,"263,468 ",B,144.6 B
"5,578 ",ZP,2020-11-04,ASII,ASII-2020-11-04-S-0,"207,758 ",S,115.9 B
"5,620 ",ZP,2020-11-04,ASII,ASII-2020-11-04-B-1,"187,762 ",B,105.5 B
"5,512 ",BK,2020-11-04,ASII,ASII-2020-11-04-S-1,"125,298 ",S,69.1 B
"5,633 ",AK,2020-11-04,ASII,ASII-2020-11-04-B-2,"172,261 ",B,97.0 B
"5,506 ",KZ,2020-11-04,ASII,ASII-2020-11-04-S-2,"102,009 ",S,56.2 B
"5,665 ",BK,2020-11-04,ASII,ASII-2020-11-04-B-3,"89,782 ",B,50.9 B
"5,711 ",PD,2020-11-04,ASII,ASII-2020-11-04-S-3,"74,269 ",S,42.4 B
"5,681 ",YU,2020-11-04,ASII,ASII-2020-11-04-B-4,"78,923 ",B,44.8 B
"5,742 ",AT,2020-11-04,ASII,ASII-2020-11-04-S-4,"71,202 ",S,40.9 B
"5,605 ",CS,2020-11-04,ASII,ASII-2020-11-04-B-5,"69,037 ",B,38.7 B
"5,640 ",YU,2020-11-04,ASII,ASII-2020-11-04-S-5,"65,433 ",S,36.9 B
"5,733 ",GR,2020-11-04,ASII,ASII-2020-11-04-B-6,"50,013 ",B,28.7 B
"5,591 ",CG,2020-11-04,ASII,ASII-2020-11-04-S-6,"63,989 ",S,35.8 B
"5,502 ",PD,2020-11-04,ASII,ASII-2020-11-04-B-7,"46,297 ",B,25.5 B
"5,620 ",YP,2020-11-04,ASII,ASII-2020-11-04-S-7,"62,553 ",S,35.2 B
"5,468 ",RX,2020-11-04,ASII,ASII-2020-11-04-B-8,"38,629 ",B,21.1 B
"5,547 ",AK,2020-11-04,ASII,ASII-2020-11-04-S-8,"61,659 ",S,34.2 B
"5,786 ",DH,2020-11-04,ASII,ASII-2020-11-04-B-9,"38,043 ",B,22.0 B
"5,595 ",CC,2020-11-04,ASII,ASII-2020-11-04-S-9,"52,019 ",S,29.1 B
"5,410 ",KZ,2020-11-03,ASII,ASII-2020-11-03-B-0,"748,242 ",B,404.8 B
